Sales calls,Interactions,Economy,Last upgrade,Discount,Monthly usage,Ad spend,Bugs reported
2.0,2.0,0.7190537055172368,17.036984494353263,0.28377435302097487,0.8252654759784429,0.8030895666877936,1.0
3.0,3.0,0.18801708216148505,13.464172151657841,0.05948338159256614,0.287509414434262,0.2753914124389041,0.0
2.0,2.0,0.3874367640297254,1.6319301898738692,0.16727329046216954,0.4334887459553362,1.3967684202890556,1.0
2.0,2.0,0.8661654213238298,7.71098127337811,0.3302069418410919,0.23534891018984613,0.21830335620074667,0.0
2.0,2.0,0.5854443636520633,6.391477750370607,0.2993903248935162,0.8242109831377645,0.8153604323886929,1.0
3.0,4.0,0.6491505889405135,9.583912121666367,0.22266204680263657,0.5949126309020326,0.5861948655017574,0.0
2.0,2.0,0.23606011882388578,5.100916658612875,0.06982667183887326,0.44001564560224804,0.4304665897202676,1.0
4.0,4.0,0.0057473942480879,4.412882310326136,0.20570224705978432,0.5279570950838677,0.4922844105932158,0.0
4.0,4.0,0.02222006526835285,4.071447996915194,0.05441454229182574,0.8437039197261498,0.7702255237414424,0.0
2.0,2.0,0.26837269318948254,12.228701398006823,0.2876802318269649,0.6324008238258706,0.5938849689928856,1.0
3.0,3.0,0.9575869311683155,17.456653077249303,0.29527841137621613,0.6113661629195458,0.5815174326674145,0.0
2.0,2.0,0.4278641335988107,2.218619079754549,0.11403422265039467,0.6772674872621358,0.6148595174908191,0.0
2.0,2.0,0.30421965791988803,3.777409694682954,0.32338974856747216,0.9094335958076291,0.8357265249576875,2.0
4.0,5.0,0.2434364949575505,11.566920329052426,0.3536795503992025,0.2892188436813118,0.2638917183023204,0.0
0.0,0.0,0.9925719774482015,12.772008391498751,0.336616755359466,0.4047334745810666,0.3657875544243919,0.0
0.0,0.0,0.22264475388867122,4.695179032352483,0.38076240760648083,0.18622260440321112,0.1736372180385498,0.0
0.0,1.0,0.1389971967174488,3.3832600399512724,0.4113208325902425,0.14829109744187705,0.14568977726446422,0.0
3.0,3.0,0.5225763373692206,7.322129688222718,0.15726424176641018,0.6427654938738081,0.6337716669071816,1.0
3.0,4.0,0.32133773905859153,4.998529050065461,0.14511239330131362,0.1337429032495745,0.12204425480633803,0.0
3.0,4.0,0.6481026940146212,6.449761971963994,0.3443778836233642,0.6148742045658055,0.5961138322367672,0.0
4.0,5.0,0.2719375908368741,9.481533141518755,0.1268038947944579,0.5769660330033503,0.5445291186689859,2.0
3.0,3.0,0.7431293186918401,6.088753996503204,0.09677080683883515,0.35584354380437316,0.33834681150907303,2.0
2.0,2.0,0.5877170239778403,19.163491128162946,0.2577873157042531,0.3879209448319726,0.38013425986908067,1.0
3.0,3.0,0.70593510841577,7.215389018745759,0.2826102706151926,0.2724887704965035,0.2625828074118381,0.0
0.0,1.0,0.7632561575288849,5.246405898002761,0.3720196962316009,0.37371928126228804,0.36223061311218047,0.0
3.0,3.0,0.1777874898705949,17.378897875698883,0.2284816773450889,0.6213589482477002,0.5630204451947088,0.0
1.0,2.0,0.3677807516829904,12.51533417728648,0.2497665829195451,0.22394074174274042,0.20606610681692442,0.0
4.0,5.0,0.19926160438628027,0.6713216091676588,0.21162800948707844,0.7278220392065473,2.6829864166978807,2.0
2.0,2.0,0.6389928972288548,3.6142276505557125,0.27349983401079503,0.3077135672201905,0.30346485375349186,0.0
2.0,2.0,0.9387469521996928,9.249347667528793,0.29114323858783164,0.4728290182301827,0.4606411427181462,0.0
1.0,2.0,0.16179568321409543,14.93397372205067,0.15814811912234872,0.2202349119638099,0.20001726222279642,0.0
3.0,3.0,0.3846136200736584,19.36478498433032,0.07715012679773289,0.4486975485915977,0.4353449691895468,0.0
